,Unnamed: 0,season,episode_number,episode_title,author,quote
23458,29288,5,22,Joey`s Big Break,Chandler,No!
32122,39241,7,12,They`re Up All Night,Ross,(noticing the pipe and looking at the door) Joey wheres the pipe that was holding the door open?
19177,24282,5,2,All The Kissing,Ross,"No. No. No, I`m-I`m glad you did. Look, if nothing else, it`s-it`s always great when someone tells you they love you."
7481,9960,2,18,Dr. Ramoray Dies,Monica,"Oh, yay. Ok about that two."
5427,6979,2,5,Five Steaks And An Eggplant,Ross,We`re just tryin` to do a nice thing here.
20693,26078,5,10,The Inappropriate Sister,Phoebe,"Hey!! (The bucket starts smoking.) The charity`s on fire! Help! (Yet another guy walks by carrying a cup, which Phoebe grabs.) Oh good! Thank you, I need that. (She throws onto the smoldering fire. Suddenly the bucket erupts in flames.) Whoa! What is that?! (She sniffs the cup.) (To the guy.) It`s nine o`clock in the morning!"
23186,28959,5,21,The Ball,Chandler,I`m not a dropper!
10514,13624,3,9,The Football,Joey,"Haaaaa! Hey-hey, thanks for stopping our ball."
37694,46041,8,12,Joey Dates Rachel,Rachel,"No! No! Seriously, whats wrong with the dog?! Wait a minute, what are you doing home so early? What happened to your date?"
45592,55607,10,3,Ross`s Tan,Joey,Yeah. It`s actually our first official date
6519,8841,2,12,The Superbowl,Chandler,Alrighty. [we see Chandler`s pants drop from under the stall door]
34782,42424,7,23,Chandler And Monica`s Wedding,Rachel,"All right, well how much time do you need?"
22169,27758,5,17,Rachel`s Inadvertant Kiss,Monica,What happened?
20242,25525,5,8,The Thanksgiving Flashbacks,Joey,I need something sweet.
35026,42796,7,24,outtakesFriends Special: The Stuff You`ve Never Seen,Chandler,What are you guys doing?
9217,12073,3,3,The Jam,Joey,This will just be my batch.
28359,34838,6,20,Mac And C.H.E.E.S.E.,Rachel,"I`m sorry, what?"
30771,37695,7,6,The Nap Partners,Monica,"Well umm, I was thinking that maybe we could come up with a system where we trade of being maid of honor for each other. Like hypothetically, if Phoebe were mine"
36744,44881,8,8,The Stripper,Ross,"Well, I was gonna say sweet, but yeah-huh!"
39863,48548,8,23,Rachel Has A Baby,Phoebe,Yeah. (Pause) Why arent you with Rachel?
1078,1304,1,6,The Butt,Ross,Oh. Hel-lo!
37329,45613,8,11,Ross`s Step Forward,Phoebe,Yeah?
813,997,1,4,George Stephanopoulos,Ross,It was my first time.
20692,26077,5,10,The Inappropriate Sister,Phoebe,"Now, that`s trash. Young lady, you can`t (The lady ignores her and walks off.) Hey! Stop that young lady, she donated trash!"
26186,32310,6,10,The Routine,Joey,"Oh come on man, you can dance with my partner, shes real, uh, mellow!"
47616,58026,10,11,The Stripper Cries,Joey,"Salami, anchovies, jam!"
24156,30047,6,1,Vegas,Monica,"So, what do you think we should do?"
21028,26454,5,11,All The Resulutions,Joey,(gasps) YOU KNOW!!!!
37128,45360,8,10,Monica`s Boots,Ross,Bye.
9545,12467,3,4,The Metaphorical Tunnel,Joey,Oh.
35095,42899,8,1,`I Do`,Rachel,Ed Begley Jr. is not gay.
42968,52407,9,15,The Mugging,Ross,"Oh (He looks positively surprised) Well, uhm, there was actually a rather lively discussion about the Pleistocene"
41006,49914,9,4,The Sharks,Joey,What?
31162,38130,7,7,Ross`s Library Book,Ross,I am veryvery sorry.
9340,12219,3,3,The Jam,Phoebe,"Oh, well he`s yummy. We did a little kissin`."
47417,57804,10,10,Chandler Gets Caught,Ross,Correct. Her actual favorite movie is...
18737,23795,4,23,Ross`s Wedding,Phoebe,Oh...yes..is this..umm..Emilys Parents house.
32905,40224,7,15,Joey`s New Brain,Monica,Nice to meet you! My God youre great!
24104,29994,6,1,Vegas,Phoebe,"All right. Although I dont think we need one, I never stopped loving you."
13831,17863,3,25,At The Beach,Chandler,Yes!
44879,54709,9,23,In Barbados,Monica,"You`re the most incredible woman I`ve ever met. How can I lose you? (Phoebe looks very flattered) Now, I don`t actually have a ring..."
26872,33110,6,13,Rachel`s Sister,Rachel,"No! No I, no Ross is not a geek!"
39075,47608,8,19,Joey`s Interview,Joey,"Hey, (in the Joey voice) how you doin?"
27837,34220,6,17,Unagi,Phoebe,(stopping her) No Rachel! They got here first!
9247,12114,3,3,The Jam,Rachel,Nooo!
46234,56368,10,5,Rachel`s Sister Babysits,Ross,Why not?
23860,29710,5,23,In Vegas,Rachel,"What are you talking about Pheebs? (Takes out her compact) I don`t (She gasps when she looks in the mirror and sees her face.) (To Ross) Oh my God, you drew on me?!"
11437,14756,3,13,Monica And Richard Are Just Friends,Ross,Good.
48797,59492,10,16,Rachel`s Going Away Party,Ross,"Hey, is Chandler here? We talked about catching a movie."
12328,15836,3,17,The Ski Trip,Ross,We were on a break!
4034,5259,1,22,The Ick Factor,Ross,"Oh, oh. Oh, oh. Oh this is it. Oh my god it`s baby time. Baby time."
15046,19365,4,6,The Dirty Girl,Chandler,"No, it`s a book that`s just a book, okay? It`s an early edition of the Velveteen Rabbit. It was her favorite book as a kid. So, uh, just... let me know if she likes it, okay?"
4286,5606,1,23,The Birth,Phoebe,"Ok, who wants to hear something ironic?"
8901,11718,3,1,The Princess Leia Fantasy,Ross,"With the belly-button ring? Oh, muhawa!"
43946,53531,9,20,The Soap Opera Party,Joey,It`s a one-woman play called `Why don`t you like me: a bitter woman`s journey through life`.
42540,51906,9,12,Phoebe`s Rats,Rachel,Well Monica seems to think it`s because you have feelings for me.
6760,9128,2,14,The Prom Video,Rachel,"Oh, thanks. So, uh, what are you gonna do this summer?"
19591,24795,5,5,The Kips,Monica,"No, she`s out shopping."
42009,51264,9,9,Rachel`s Phone Number,Phoebe,What about Ross? What about your moment? Don`t you want to talk to Ross about it?
43078,52547,9,16,The Boob Job,Phoebe,"Oh please, these guys, we haven`t even moved in yet and they have us picking out china patterns. (Mike seems to gag a little...and laughs nervously. They begin to leave. Phoebe bolts back)"
30286,37110,7,3,Phoebe`s Cookies,Phoebe,"Well, yknow I may have relatives in France who would know. My grandmother said she got the recipe from her grandmother, Nesele Tolouse."
7234,9650,2,17,Eddie Moves In,Ross,[comes out] All yours.
1337,1619,1,7,The Blackout,Joey,"OK, you`ve got to promise that you`ll never, ever tell Ross that I told you."
24477,30394,6,2,Ross Hugs Rachel,Monica,"But still, its a big change. The end of an era, you might say!"
22279,27893,5,17,Rachel`s Inadvertant Kiss,Ross,"Sure. (He opens the door to Joey. Needless to say, Joey`s stunned.) Joey"
20654,26039,5,10,The Inappropriate Sister,Ross,"I`ll help you. Yeah, I`ll make up a schedule and make sure you stick to it. And plus, it`ll give me something to do."
17632,22566,4,19,All The Haste,Monica,What do you say?
45536,55538,10,2,Ross Is Fine,Chandler,"I`m so sorry, but you should have a sign out there or something. Or at least whisper it to people when they come in the door. `Owen doesn`t know he`s adopted, and he also thinks that Santa is real.`"
27434,33763,6,15,"That Could Have Been, Part I & II",Rachel,"Umm, can I use your bathroom?"
11180,14413,3,12,All The Jealousy,Joey,Really? Thanks.
4234,5520,1,23,The Birth,Monica,No fair. I don`t even have one. How come they get two?
10001,13015,3,6,The Flashback,Phoebe,And youre so sweet. (kisses him on the other cheek) And youre kind (kisses him on the lips)
9192,12041,3,2,No One`s Ready,Ross,Awwww!!!
26345,32505,6,11,The Apothecary Table,Ross,Hey!
2939,3944,1,17,"The Two Parts, Part II",Monica,"(Tiny laugh) yep, that`s me, (tiny laugh) I am that stupid (tiny laugh)."
25631,31630,6,7,Phoebe Runs,Joey,"Pizza, heh, its not like I never had that before...ba dum bum cheshhh."
18201,23197,4,21,The Invitation,Monica,I can`t believe he did this.
44919,54761,9,23,In Barbados,Rachel,Oh!
233,265,1,1,Monica Gets A Roommate,Ross,"Mmm. (They both reach for the last cookie) Oh, no-"
3298,4379,1,18,All The Poker,Rachel,"Your fly is open, Geller. (he checks it, and zips up)"
30814,37738,7,6,The Nap Partners,Phoebe,"(gasps) You wouldnt! Okay look, Rachel I know you really want to do this, but I-Ive never been maid of honor to anyone before! And I know youve done it at least twice!"
29515,36295,6,24,"The Proposal, Part I & II",Rachel,What?!
3136,4204,1,18,All The Poker,Rachel,"Uh... yeah, why?"
38163,46516,8,14,The Secret Closet,Rachel,"Yeah, Ill be fine. But could someone please make sure that sandwich is gone when I get out there?"
2453,3033,1,13,The Boobies,Joey,Oh man. Please tell me one of `em is Ma.
21589,27100,5,14,Everybody Finds Out,Monica,Them?! Who`s them?
10943,14133,3,11,Chandler Can`t Remember Which Sister,Phoebe,"Wow. Okay, I dont know how to talk to you."
11383,14675,3,13,Monica And Richard Are Just Friends,Chandler,No. He.....hes coming out of his shorts.
18596,23633,4,23,Ross`s Wedding,Phoebe,"Yeah, I do. Whats the matter?"
35890,43806,8,4,The Videotape,Joey,"All right now All right, youre all set up. Youre good to go. Just hit record. All right?"
13198,16964,3,21,The Chick And The Duck,Joey,(stopping him) Wait. Give him a minute.
36130,44078,8,5,Rachel`s Date,Monica,"Okay well, then well both do it today and hell just have to deal with it!"
10420,13526,3,9,The Football,Rachel,"No Mon, you want to put them in concentric circles. I want to do this."
6178,8349,2,11,The Lesbian Wedding,Joey,"Pheebs, who`s Evelyn Dermer?"
23495,29325,5,22,Joey`s Big Break,Chandler,Joey kicked me out of the car on the George Washington bridge!
33498,40931,7,18,Joey`s Award,Ross,No-no its not. What-what happened there Ned?
31031,37958,7,7,Ross`s Library Book,Chandler,Wow thats actually pretty cool.
16031,20564,4,11,Phoebe`s Uterus,Chandler,Hi.
31340,38332,7,8,Chandler Doesn`t Like Dogs,Rachel,"Yeah, I know, I do. I really do."
29531,36311,6,24,"The Proposal, Part I & II",Rachel,"Oh God, Phoebe!"
2744,3445,1,15,The Stoned Guy,Phoebe,OK. (pause) Oh Monica! Guess what!
18776,23853,5,1,Ross Says Rachel,Rachel,"Ross said my name up there, I mean, come on, I just cant pretend that didnt happen can I?"
26708,32900,6,12,The Joke,Ross,Its your joke.
8873,11688,3,1,The Princess Leia Fantasy,Joey,Okay. I`m in.
38561,46959,8,16,Joey Tells Rachel,Joey,"Okay. Thats good. Okay, that give you a couple hours to prepare what youre gonna say. Good. Yeah. (Someone comes out of his apartment and it startles Joey again.) Dont you people ever knock?!"
34927,42600,7,23,Chandler And Monica`s Wedding,Chandler,(standing up) Thats right! Im not!
31505,38522,7,9,All The Candy,Chandler,"I am sorry, but some of us have to get up early and go to work! (Monica looks at him) (To Monica) He does not know that I am not some of us."
42907,52333,9,15,The Mugging,Phoebe,"Well, I`m not proud of it, but, you know sometimes when I was living on the street and I needed money for food and stuff I"
11070,14278,3,11,Chandler Can`t Remember Which Sister,Chandler,"Joey if you wanna punch me, go ahead, I deserve it. But I just want you to know that I would never soberly hurt you or your family, youre my best friend. I would never do anything like this ever again."
1428,1738,1,8,Nana Dies Twice,Chandler,"Ah, y`see, perfect might be a problem. Had you said `co-dependent`, or `self-destructive`..."
8226,10911,2,21,The Bullies,Joey,"He-he-he, how`s it goin`?"
17979,22963,4,20,The Wedding Dresses,Phoebe,Yay!
33253,40637,7,17,The Cheap Wedding Dress,Chandler,Gap commercial. (To Monica) So did you book them? Did you call?
23933,29786,5,23,In Vegas,Phoebe,"Ohh, get a room."
4672,6082,2,1,Ross`s New Girlfriend,Joey,"No-no-no-no-no, (grabs his pants) I`m not fallin` for that again."
1246,1522,1,7,The Blackout,Ross,"And officiating at tonight`s blackout, is Rabbi Tribbiani."
1676,2074,1,9,Underdog Gets Away,Joey,"Wait, wait, wait!"
27921,34310,6,18,Ross Dates A Student,Chandler,(To Joey) We didnt get to the audition. Im gonna take her to coffee and then well do it then.
45395,55332,10,1,Joey and Rachel Kiss,Joey,Stop saying good night.
18077,23067,4,21,The Invitation,Ross,"Wait-wait-wait, do you, do you think, maybe we shouldnt invite her?"
7627,10149,2,19,Eddie Won`t Go,Ross,Actually it`s the movie theatre that has the time schedule. So you don`t miss the beginning.
16972,21706,4,15,All The Rugby,Monica,I just thought that if I could follow the wire I could find out what it did.
9042,11884,3,2,No One`s Ready,Joey,"Hey, you can`t say you`re breezy, that, that totally negates the breezy."
49228,59979,10,17,"The Last One, Part I & II",Rachel,"I will. Ross, come here."
3420,4502,1,19,The Monkey Gets Away,Phoebe,So good!
37423,45743,8,11,Ross`s Step Forward,Chandler,Oh uh well tomorrows no good for her either.
43207,52696,9,16,The Boob Job,Phoebe,"But I don`t think I can! it was ok to move in when I didn`t know what was gonna happen, but I can`t move in knowing that nothing is ever gonna happen."
36786,44931,8,8,The Stripper,Chandler,Thats me.
42769,52160,9,14,The Blind Dates,Ross,Monica told me you had a blind date.
4436,5807,1,24,Rachel Finds Out,Monica,"Y`know, just be there for her."
12637,16263,3,19,The Tiny T-Shirt,Ross,"Shes going in. Wait! Hes going in! Hes going in!! The doors closed! I, I cant see anything but the door closed!!"
23142,28903,5,21,The Ball,Rachel,Hey.
46494,56721,10,6,Ross`s Grant,Ross,"Really? Is it ethical to ask someone in a grant review, who was the voice of `Underdog`?"
30381,37221,7,4,Rachel`s Assistant,Chandler,Okay.
33336,40751,7,17,The Cheap Wedding Dress,Chandler,Hey!
36136,44085,8,5,Rachel`s Date,Chandler,"Sure, whats up?"
6222,8414,2,11,The Lesbian Wedding,Rachel,Then what? What do you want?
39530,48167,8,21,The Cooking Class,Ross,"I wont date. Ill uh, Ill be here, with you, all the time."
35741,43650,8,3,Rachel Tells...,Rachel,I cant see it!
27868,34251,6,18,Ross Dates A Student,Joey,"Hey-hey dude, why are you changing the subject? Why? Will you make the call or what?"
33591,41031,7,18,Joey`s Award,Joey,I can scratch that right off.
12870,16591,3,20,The Dullhouse,Joey,"What are you talking about? It was a big deal. I mean, come on you cant tell me last night didnt mean something to you. I-I was there, youre not that good an actress."
25185,31172,6,6,On The Last Night,Joey,Right! And when is that due?
12756,16426,3,20,The Dullhouse,Ross,"Wait a minute, the house was built on radioactive waste, and an ancient Indian burial ground? That would never happen."
23829,29676,5,23,In Vegas,Joey,"This is Vegas man! People will pay to see freaky stuff! Okay, how much would you pay to see this hand (Holds up his left hand) twice? Huh?"
18774,23851,5,1,Ross Says Rachel,Rachel,"Mon, honey, I gotta ask you something."
28458,34949,6,20,Mac And C.H.E.E.S.E.,Chandler,"Ok, now, remember, no trading. You get the pretty one, I get the mess."
33550,40986,7,18,Joey`s Award,Ross,I do-I do not have a boyfriend. Theres a guy in one of my classes who-who has a crush on me.
40498,49312,9,2,Emma Cries,Chandler,(not knowing what hes saying yes to) Yes.
26394,32556,6,11,The Apothecary Table,Chandler,"And I am not blah, I am a hoot!"
12888,16616,3,20,The Dullhouse,Chandler,So take care.
10047,13070,3,7,The Race Car Bed,Rachel,"Ross, my father doesnt hate you."
5238,6762,2,4,Phoebe`s Husband,Rachel,"No, no, I mean, no, c`mon you guys, I mean, c`mon look it`s only eleven thirty. Let`s just talk, we never just hang out and talk anymore."
22211,27805,5,17,Rachel`s Inadvertant Kiss,Rachel,"I accidentally kissed him in the interview, and now he wants me back y`know of course, `cause `Let`s bring the girl back who kisses everybody!`"
29537,36317,6,24,"The Proposal, Part I & II",Phoebe,Good!
2614,3258,1,14,The Candy Hearts,Monica,Which one was Pete Carney?
2597,3238,1,14,The Candy Hearts,Chandler,"Oh, uh, listen, about tonight..."
36460,44523,8,6,The Halloween Party,Rachel,Really? You think thats all it is?
5626,7215,2,6,The Baby On The Bus,Phoebe,"Right. My name was on there, but now it just says `carrot cake`. So, um, so um, how many chords do you know?"
46532,56780,10,7,The Home Study,Joey,"Hey, is this person who decides whether or not you... get a baby?"
41652,50735,9,7,Ross`s Inappropriate Song,Joey,"(laughs) Monica, look... I don`t think you and I have any secrets anymore... (Monica keeps looking at Joey) Not ready to joke about it yet, okay, I see you later. (Joey walks out)"
24996,30956,6,5,Joey`s Porsche,Chandler,"(not enthused) Yeah, all right."
29366,36121,6,24,"The Proposal, Part I & II",Monica,(entering) Hi guys!
15145,19489,4,7,Chandler Crosses The Line,Ross,"Wow! Thanks, you guys. Thats uhohhh, I wanna, I wanna play you another piece! Umm! Uh-oh! I left my uh, helicopter sounds on another disk. Ill be right back! Okay? (Runs to fetch them) This is so nice, ImI am so (starts to break up and leaves)"
48533,59159,10,14,Princess Consuela,Phoebe,"Oh hi Rita! Good! (to Mike) Oh, Rita`s a massage client."
29158,35867,6,24,"The Proposal, Part I & II",Chandler,"(glaring at her) Well, Monica and Chandler cant go. Were going to dinner remember?!"
43327,52823,9,17,The Memorial Service,Rachel,"Yeah, I think she wants the old one back."
47123,57451,10,9,The Birth Mother,Rachel,what?
48909,59610,10,16,Rachel`s Going Away Party,Chandler,"Ooh, not so tight... (blows raspberry, and the hug ends) I`m sorry, just give me one more chance."
42280,51583,9,10,Christmas In Tulsa,Monica,"Eh, we weren`t that close anyway!"
3970,5194,1,22,The Ick Factor,Chandler,"I`m sorry, it was a one-time-thing. I was very drunk and i was somebody else`s subconscious."
48812,59508,10,16,Rachel`s Going Away Party,Ross,"Chandler, you don`t have a sister so you can`t understand how much this bums me out."
44965,54828,9,23,In Barbados,Monica,Make it fifty!
25941,32020,6,9,Ross Got High,Rachel,"(looking at her truffle) Look at it, isnt it beautiful?"
5799,7647,2,8,The List,Ross,"He won`t? [remembers what it is] He won`t! Because, isn`t that, isn`t that the, the short story you were writing?"
49482,60267,10,17,"The Last One, Part I & II",Rachel,"Okay. You and me, alright? This is it."
5966,7891,2,9,Phoebe`s Dad,Phoebe,"OK, here I go. I`m goin` in."
34261,41785,7,21,The Vows,Monica,Joey!
13627,17588,3,24,The Ultimate Fighting Champion,Monica,Promise me youll be careful.
31696,38749,7,10,The Huliday Armadillo,Chandler,Is this because of the burrito thing?
26046,32132,6,9,Ross Got High,Rachel,"...So a bird just grabbed it, and then tried to fly away with it and, and then just dropped it on the street?"
24340,30241,6,2,Ross Hugs Rachel,Joey,"(To Chandler) Hey man, you feeling any better? (Chandler answers him with some guttural sounds that only he can make and that no human can transcribe.)"
35618,43508,8,3,Rachel Tells...,Monica,Oh my God! Oranges!
10897,14079,3,11,Chandler Can`t Remember Which Sister,Rachel,"Oh, I wanna quit, but then I think I should stick it out, then I think why would such a person stay in such a demeaning job, just because its remotely related to the field theyre interested in."
29406,36175,6,24,"The Proposal, Part I & II",Monica,"Yeah, but thats pigs not people!"
15204,19573,4,7,Chandler Crosses The Line,Phoebe,"Oh my God, hes not even appreciated in his own time. I would give anything to not be appreciated in my own time!"
2677,3340,1,14,The Candy Hearts,Monica,"Hey, Rachel, isn`t that stuff almost pure..."
29899,36702,7,2,Rachel`s Book,Chandler,Centerpieces!
22704,28398,5,19,Ross Can`t Flirt,Chandler,"Oh, I`m so glad we cleared that up. Look, I`m sorry, some things are different for men and for women."
4081,5327,1,22,The Ick Factor,Monica,Don`t say it. (closes Ethan`s mouth with her hand)
46057,56134,10,5,Rachel`s Sister Babysits,Chandler,"Joey, we would`ve asked you, we just thought you wouldn`t be interested."
4284,5604,1,23,The Birth,Ross,"Yeah, Susan."
46679,56971,10,7,The Home Study,Chandler,"And for the last time, we do not want to be friends with you! And we don`t want to buy your bat! (Joey lowers his bat)"
28421,34912,6,20,Mac And C.H.E.E.S.E.,Chandler,(looks down at his clothes) Am I naked again?!
40653,49474,9,2,Emma Cries,Monica,What?
31166,38134,7,7,Ross`s Library Book,Phoebe,"So how was, how was your date?"
150,168,1,1,Monica Gets A Roommate,Joey,Congratulations.
12883,16608,3,20,The Dullhouse,Ross,"No Phoebe, dont look! You dont want to see whats under there!!"
42222,51515,9,10,Christmas In Tulsa,Chandler,I don`t know!
3025,4067,1,17,"The Two Parts, Part II",Monica,"Ross, he`s got the remote again."
35972,43888,8,4,The Videotape,Rachel,(on tape) Ross did I ever tell you about the time that I went backpacking through Western Europe?
6357,8617,2,12,The Superbowl,Ross,"No, I, I only know Lipson."
47244,57626,10,9,The Birth Mother,Ross,"Because it`s soft... Hey, so how was your date?"
40601,49422,9,2,Emma Cries,Ross,Actually Im a palian Dinosaurs is fine the drawing is not.
7491,9975,2,18,Dr. Ramoray Dies,Ross,Knock-knock.
31114,38056,7,7,Ross`s Library Book,Joey,Whos birthday party?
2141,2648,1,11,Mrs. Bing,Phoebe,"Look at you! How, how do you feel?"
47114,57442,10,9,The Birth Mother,Phoebe,"That’s it? That’s why you won’t go out with her again? So, she took some fries, big deal!"
38180,46533,8,14,The Secret Closet,Ross,No I-I-I would love to be around for you and the baby. And we-we can just try it like on a temporary basis.
24656,30574,6,3,Ross`s Denial,Rachel,Hey!
14338,18472,4,2,The Cat,Monica,Me too. (they all leave)
4760,6176,2,1,Ross`s New Girlfriend,Joey,"Hey, when the doctor does that hernia test..."
8086,10716,2,21,The Bullies,Joey,"Well if he`s not gonna eat it, I will."
2008,2496,1,11,Mrs. Bing,Phoebe,What about Glen? He could be a Glen.
37321,45605,8,10,Monica`s Boots,Phoebe,Oh my God! I do love you! How did you do it?!
1831,2256,1,10,The Monkey,Rachel,Yeah!
42086,51355,9,9,Rachel`s Phone Number,Joey,Where are you going?
10865,14037,3,11,Chandler Can`t Remember Which Sister,Ross,"Ah, somebodys at the door on the ceiling."
10706,13839,3,10,Rachel Quits,Joey,"Well, Im pretty tired from lugging the trees around all day. Hey, Phoebe listen, you got this all wrong. Those trees were born to be Christmas trees, their fulfilling their life purpose, by, by making people happy."
22291,27912,5,17,Rachel`s Inadvertant Kiss,Chandler,"Oh yeah, it`s so cool. (He opens his coat and has it pinned to the lining.) Now I gotta go, Officer Bing has gotta, 10-100. (Pause, softly) That`s pee-pee. (Heads for the bathroom.)"
16612,21253,4,14,Joey`s Dirty Day,Rachel,"(shocked) Well, I-I guessI"
39747,48396,8,22,Rachel Is Late,Rachel,"But you will, you will be performing a service. Okay? Just-just think of me as a ketchup bottle, yknow you sometimes you have to bang on the end of it just to get something to come out."
35585,43466,8,3,Rachel Tells...,Ross,"Yeah. Uh, uh we promised we werent gonna tell anybody this but uh, about a month ago Rachel and I slept together."
891,1082,1,5,The East German Laundry Detergent,Rachel,"Oh, yeah, yeah. Actually, I got the extended disco version, with three choruses of `You`ll never make it on your own`."
38946,47448,8,18,In Massapequa,Phoebe,"Wrong? Really? You know the word wrong. Everything isnt perfect? Everything isnt magical? Everything isnt a glow with the light of a million fairies? They were just brake lights, Parker!"
25445,31432,6,7,Phoebe Runs,Rachel,Phoebes...
42668,52040,9,14,The Blind Dates,Monica,"So, let`s do this."
9625,12553,3,5,Frank Jr.,Joey,"Its just a game Mon. (makes a Can-you-believe-her face to the rest of the gang.) Rach, how about you?"
2911,3637,1,15,The Stoned Guy,Phoebe,How`s this? (presses down hard)
47237,57617,10,9,The Birth Mother,Chandler,You have every reason to be upset. We did lie. But only because we`ve been waiting and trying to have a baby for so long. Now we don`t know how long it`s gonna be before we can get another chance again.
30189,37013,7,3,Phoebe`s Cookies,Phoebe,"Come on, its not that big a deal!"
25190,31177,6,6,On The Last Night,Chandler,"Okay, here is the phone bill. (Hands it to Joey.)"
8624,11397,2,24,Barry And Mindy`s Wedding,Monica,"Yeah, am I in it?"
3096,4162,1,17,"The Two Parts, Part II",Joey,I don`t get it. What happened? What about everything you said under the bridge?
34248,41771,7,21,The Vows,Joey,"Yes, but y`know what? It doesn`t matter who knows what. Now, enough of us know that we can just tell them that we know! Then all the lying and the secrets would finally be over!"
2479,3064,1,13,The Boobies,Rachel,"You`re right! I mean you`re right! It wasn`t just the Weebles, but it was the Weeble Play Palace, and and the Weebles` Cruise Ship. Oh, which had this little lifeboat for the Weebles to wobble in."
13625,17583,3,24,The Ultimate Fighting Champion,Monica,(entering) Hi!
1974,2450,1,11,Mrs. Bing,Monica,"Phoebe, what are you doing?"
22856,28574,5,20,The Ride Along,Ross,(to Gary) He told you everything! I mean you totally cracked him!
27703,34065,6,17,Unagi,Chandler,"Well, have you guys made anything that maybe I can take credit for?"
42438,51774,9,12,Phoebe`s Rats,Phoebe,"I`ll find Bob, I`ll get him. Bob? (starts looking) Bob! Robert! (looks at cabinet under sink) Oh wait, I think I hear him. Oh - Oh my god! Bob had babies! Bob`s a mom!"
48132,58658,10,13,Joey Speaks French,Rachel,"(stopping a nurse who`s coming out of a room) Oh, uhm, excuse me, I`m here to see my father. My name is Rachel Green."
29404,36173,6,24,"The Proposal, Part I & II",Monica,"So that marriage stuff that you were saying yesterday, you dont really believe that do you?"
22546,28226,5,18,Rachel Smokes,Chandler,I`ll catch you guys later. (Exits.)
49325,60080,10,17,"The Last One, Part I & II",Joey,It did not.
48297,58853,10,13,Joey Speaks French,Ross,"Oh, ye-ah!"
24828,30757,6,4,Joey Loses His Insurance,Chandler,Thats the way I did it til I was 19.
14104,18198,4,1,The Jellyfish,Phoebe,"(singing) ...fuchsia and mauvvve. Those are the 66 colours of my bedroommmm. (applause) Thank you, thank you. Ohh, and I invite you to count the colours in your bedroom. (Sees that Phoebe Sr. has entered, and to her) Except for you. You go away."
25116,31100,6,5,Joey`s Porsche,Monica,"The babies are asleep, Im sure youll be okay on your own for a while!"
8222,10906,2,21,The Bullies,Chandler,"Ok so, can I have my hat back?"
18373,23391,4,22,The Worst Best Man Ever,Joey,Yeah!
10173,13227,3,7,The Race Car Bed,Chandler,You told him to play the boxer gay!!
16809,21479,4,14,Joey`s Dirty Day,Ross,"I mean, I, I-I admit I-I wasnt quite there. Yknow, I mean the thought of you and that-that Josh guy"
48224,58768,10,13,Joey Speaks French,Chandler,"Honey, it`s us. Of course it`s the shovel-killer."
27133,33430,6,14,Chandler Can`t Cry,Ross,"(To Rachel) You uh, you may have been right about Jill."
29574,36373,6,24,"The Proposal, Part I & II",Chandler,I cant believe I ruined this.
24466,30383,6,2,Ross Hugs Rachel,Rachel,Hey!
10715,13855,3,10,Rachel Quits,Ross,"Huh. Well, good luck to Dad. Say, how many more boxes would you have to sell in order to win?"
1508,1854,1,8,Nana Dies Twice,Ross,Oh! A fine choice. I`m coming out. (Starts to climb over the furniture)
8029,10648,2,21,The Bullies,Chandler,"Hey, you just wanna forget about raquetball and hang out here?"
44596,54323,9,22,The Donor,Joey,Then don`t go!
45923,55989,10,4,The Cake,Monica,"Ross, Rachel promised it would be over by now. We seriously have to go, if we want to get to Vermont. I called them and the last train leaves in a half hour."
14733,18996,4,5,Joey`s New Girlfriend,Chandler,"Hey, come on, give me a break, I`m out on a limb here."
24984,30943,6,5,Joey`s Porsche,Phoebe,Another lie. You have a sickness!
32594,39842,7,14,They All Turn Thirty,Chandler,"(To Rachel) Okay, will you just go help her change please!"
10849,14019,3,10,Rachel Quits,Rachel,Here we go. Im serving my last cup of coffee. (the gang starts humming the graduation theme) There you go. (hands it to Chandler) Enjoy. (they all cheer)
7613,10132,2,19,Eddie Won`t Go,Joey,Alright. Cab driver number two?
577,721,1,3,The Thumb,Rachel,"Ohh-ho-hooohhh. The hair comes out, and the gloves come on."
28398,34879,6,20,Mac And C.H.E.E.S.E.,Monica,"Oh-oh, no no don`t worry, I`m gonna wash it."
37399,45717,8,11,Ross`s Step Forward,Phoebe,Oh yeah? Come and get it.
23728,29570,5,23,In Vegas,Rachel,"Yes of course, absolutely! You`re right. I`m sorry."
40704,49528,9,3,The Pediatrician,Rachel,Every time? (She takes up her cell phone and starts dialing.)
15142,19486,4,7,Chandler Crosses The Line,Phoebe,"Wow, it was sowow!"
4956,6432,2,3,Heckles Dies,Monica,Mr. Heckles.
17489,22373,4,18,Rachel`s New Dress,Ross,(opening the door.) Hey!
12549,16152,3,19,The Tiny T-Shirt,Joey,"(entering, dancing and singing) Oh mommie, oh daddie, I am a big old baddie! Oh mommie, oh daddie, I am a big old baddie! (He dances around the dinner table and exits)"
40374,49179,9,1,No One Proposes,Rachel,"Yes, you did! And dont you say, `No, I didnt!`"
23113,28861,5,21,The Ball,Chandler,Hey ladies! What are you in here for? (Laughs at his joke.)
4077,5320,1,22,The Ick Factor,Monica,Ok...ay.
17726,22661,4,19,All The Haste,Monica,Okay. (She picks a card.) Four.
